# x 	 U
6.562500000000000000e-01 1.220703125000000000e-02
6.601562500000000000e-01 1.282501220703125000e-02
6.640625000000000000e-01 1.345825195312500000e-02
6.679687500000000000e-01 1.410675048828125000e-02
6.718750000000000000e-01 1.477050781250000000e-02
6.757812500000000000e-01 1.544952392578125000e-02
6.796875000000000000e-01 1.614379882812500000e-02
6.835937500000000000e-01 1.685333251953125000e-02
6.875000000000000000e-01 1.757812500000000000e-02
6.914062500000000000e-01 1.831817626953125000e-02
6.953125000000000000e-01 1.907348632812500000e-02
6.992187500000000000e-01 1.984405517578125000e-02
7.031250000000000000e-01 2.062988281250000000e-02
7.070312500000000000e-01 2.143096923828125000e-02
7.109375000000000000e-01 2.224731445312500000e-02
7.148437500000000000e-01 2.307891845703125000e-02
7.187500000000000000e-01 2.392578125000000000e-02
7.226562500000000000e-01 2.478790283203125000e-02
7.265625000000000000e-01 2.566528320312500000e-02
7.304687500000000000e-01 2.655792236328125000e-02
7.343750000000000000e-01 2.746582031250000000e-02
7.382812500000000000e-01 2.838897705078125000e-02
7.421875000000000000e-01 2.932739257812500000e-02
7.460937500000000000e-01 3.028106689453125000e-02
7.500000000000000000e-01 3.125000000000000000e-02
7.539062500000000000e-01 3.223419189453125000e-02
7.578125000000000000e-01 3.323364257812500000e-02
7.617187500000000000e-01 3.424835205078125000e-02
7.656250000000000000e-01 3.527832031250000000e-02
7.695312500000000000e-01 3.632354736328125000e-02
7.734375000000000000e-01 3.738403320312500000e-02
7.773437500000000000e-01 3.845977783203125000e-02
7.812500000000000000e-01 3.955078125000000000e-02
7.851562500000000000e-01 4.065704345703125000e-02
7.890625000000000000e-01 4.177856445312500000e-02
7.929687500000000000e-01 4.291534423828125000e-02
7.968750000000000000e-01 4.406738281250000000e-02
8.007812500000000000e-01 4.523468017578125000e-02
8.046875000000000000e-01 4.641723632812500000e-02
8.085937500000000000e-01 4.761505126953125000e-02
8.125000000000000000e-01 4.882812500000000000e-02
8.164062500000000000e-01 5.005645751953125000e-02
8.203125000000000000e-01 5.130004882812500000e-02
8.242187500000000000e-01 5.255889892578125000e-02
8.281250000000000000e-01 5.383300781250000000e-02
8.320312500000000000e-01 5.512237548828125000e-02
8.359375000000000000e-01 5.642700195312500000e-02
8.398437500000000000e-01 5.774688720703125000e-02
8.437500000000000000e-01 5.908203125000000000e-02
8.476562500000000000e-01 6.043243408203125000e-02
8.515625000000000000e-01 6.179809570312500000e-02
8.554687500000000000e-01 6.317901611328125000e-02
8.593750000000000000e-01 6.457519531250000000e-02
8.632812500000000000e-01 6.598663330078125000e-02
8.671875000000000000e-01 6.741333007812500000e-02
8.710937500000000000e-01 6.885528564453125000e-02
8.750000000000000000e-01 7.031250000000000000e-02
8.789062500000000000e-01 7.178497314453125000e-02
8.828125000000000000e-01 7.327270507812500000e-02
8.867187500000000000e-01 7.477569580078125000e-02
8.906250000000000000e-01 7.629394531250000000e-02
8.945312500000000000e-01 7.782745361328125000e-02
8.984375000000000000e-01 7.937622070312500000e-02
9.023437500000000000e-01 8.094024658203125000e-02
9.062500000000000000e-01 8.251953125000000000e-02
9.101562500000000000e-01 8.411407470703125000e-02
9.140625000000000000e-01 8.572387695312500000e-02
9.179687500000000000e-01 8.734893798828125000e-02
9.218750000000000000e-01 8.898925781250000000e-02
9.257812500000000000e-01 9.064483642578125000e-02
9.296875000000000000e-01 9.231567382812500000e-02
9.335937500000000000e-01 9.400177001953125000e-02
9.375000000000000000e-01 9.570312500000000000e-02
9.414062500000000000e-01 9.741973876953125000e-02
9.453125000000000000e-01 9.915161132812500000e-02
9.492187500000000000e-01 1.008987426757812500e-01
9.531250000000000000e-01 1.026611328125000000e-01
9.570312500000000000e-01 1.044387817382812500e-01
9.609375000000000000e-01 1.062316894531250000e-01
9.648437500000000000e-01 1.080398559570312500e-01
9.687500000000000000e-01 1.098632812500000000e-01
9.726562500000000000e-01 1.117019653320312500e-01
9.765625000000000000e-01 1.135559082031250000e-01
9.804687500000000000e-01 1.154251098632812500e-01
9.843750000000000000e-01 1.173095703125000000e-01
9.882812500000000000e-01 1.192092895507812500e-01
9.921875000000000000e-01 1.211242675781250000e-01
9.960937500000000000e-01 1.230545043945312500e-01
