# Re(psi) 	 Im(psi)
5.356337525933794336e-02 0.000000000000000000e+00
5.651251023348709962e-02 0.000000000000000000e+00
5.960128060847092596e-02 0.000000000000000000e+00
6.283489786942979272e-02 0.000000000000000000e+00
6.621868706721692477e-02 0.000000000000000000e+00
6.975808463756115463e-02 0.000000000000000000e+00
7.345863588430395774e-02 0.000000000000000000e+00
7.732599211453551613e-02 0.000000000000000000e+00
8.136590741375576696e-02 0.000000000000000000e+00
8.558423504953971417e-02 0.000000000000000000e+00
8.998692349259573842e-02 0.000000000000000000e+00
9.458001204457038014e-02 0.000000000000000000e+00
9.936962606247579100e-02 0.000000000000000000e+00
1.043619717701977506e-01 0.000000000000000000e+00
1.095633306481830355e-01 0.000000000000000000e+00
1.149800533931071428e-01 0.000000000000000000e+00
1.206185534400858600e-01 0.000000000000000000e+00
1.264853000408190653e-01 0.000000000000000000e+00
1.325868108919412425e-01 0.000000000000000000e+00
1.389296443088010036e-01 0.000000000000000000e+00
1.455203909409018004e-01 0.000000000000000000e+00
1.523656650263056078e-01 0.000000000000000000e+00
1.594720951834317224e-01 0.000000000000000000e+00
1.668463147398729640e-01 0.000000000000000000e+00
1.744949515990965039e-01 0.000000000000000000e+00
1.824246176472010261e-01 0.000000000000000000e+00
1.906418977032580120e-01 0.000000000000000000e+00
1.991533380181726987e-01 0.000000000000000000e+00
2.079654343284589590e-01 0.000000000000000000e+00
2.170846194728248135e-01 0.000000000000000000e+00
2.265172505810139070e-01 0.000000000000000000e+00
2.362695958459330170e-01 0.000000000000000000e+00
2.463478208917190271e-01 0.000000000000000000e+00
2.567579747520530309e-01 0.000000000000000000e+00
2.675059754747091678e-01 0.000000000000000000e+00
2.785975953700314811e-01 0.000000000000000000e+00
2.900384459227516309e-01 0.000000000000000000e+00
3.018339623882953515e-01 0.000000000000000000e+00
3.139893880964647610e-01 0.000000000000000000e+00
3.265097584871268221e-01 0.000000000000000000e+00
3.393998849042706434e-01 0.000000000000000000e+00
3.526643381765260377e-01 0.000000000000000000e+00
3.663074320139370066e-01 0.000000000000000000e+00
3.803332062524710233e-01 0.000000000000000000e+00
3.947454099793908933e-01 0.000000000000000000e+00
4.095474845742315684e-01 0.000000000000000000e+00
4.247425467016883727e-01 0.000000000000000000e+00
4.403333712942379963e-01 0.000000000000000000e+00
4.563223745637653428e-01 0.000000000000000000e+00
4.727115970828572600e-01 0.000000000000000000e+00
4.895026869777322487e-01 0.000000000000000000e+00
5.066968832760067043e-01 0.000000000000000000e+00
5.242949994536347802e-01 0.000000000000000000e+00
5.422974072264029610e-01 0.000000000000000000e+00
5.607040206322984055e-01 0.000000000000000000e+00
5.795142804518967905e-01 0.000000000000000000e+00
5.987271390146272632e-01 0.000000000000000000e+00
6.183410454393571953e-01 0.000000000000000000e+00
6.383539313581941821e-01 0.000000000000000000e+00
6.587631971727239133e-01 0.000000000000000000e+00
6.795656988920792951e-01 0.000000000000000000e+00
7.007577356022640647e-01 0.000000000000000000e+00
7.223350376160356801e-01 0.000000000000000000e+00
7.442927553523704942e-01 0.000000000000000000e+00
7.666254489940953487e-01 0.000000000000000000e+00
7.893270789716664293e-01 0.000000000000000000e+00
8.123909973203056190e-01 0.000000000000000000e+00
8.358099399567625598e-01 0.000000000000000000e+00
8.595760199208598573e-01 0.000000000000000000e+00
8.836807216256945541e-01 0.000000000000000000e+00
9.081148961589098345e-01 0.000000000000000000e+00
9.328687576758200040e-01 0.000000000000000000e+00
9.579318809233691168e-01 0.000000000000000000e+00
9.832931999319287630e-01 0.000000000000000000e+00
1.008941007909792686e+00 0.000000000000000000e+00
1.034862958372924746e+00 0.000000000000000000e+00
1.061046067540031723e+00 0.000000000000000000e+00
1.087476718020415456e+00 0.000000000000000000e+00
1.114140663819259691e+00 0.000000000000000000e+00
1.141023036682087266e+00 0.000000000000000000e+00
1.168108353797043808e+00 0.000000000000000000e+00
1.195380526870453153e+00 0.000000000000000000e+00
1.222822872587766119e+00 0.000000000000000000e+00
1.250418124468560377e+00 0.000000000000000000e+00
1.278148446120698889e+00 0.000000000000000000e+00
1.305995445895086648e+00 0.000000000000000000e+00
1.333940192938724678e+00 0.000000000000000000e+00
1.361963234639932185e+00 0.000000000000000000e+00
1.390044615455713117e+00 0.000000000000000000e+00
1.418163897107306060e+00 0.000000000000000000e+00
1.446300180125962731e+00 0.000000000000000000e+00
1.474432126726991310e+00 0.000000000000000000e+00
1.502537984986066721e+00 0.000000000000000000e+00
1.530595614287781459e+00 0.000000000000000000e+00
1.558582512012390842e+00 0.000000000000000000e+00
1.586475841422715138e+00 0.000000000000000000e+00
1.614252460709210357e+00 0.000000000000000000e+00
1.641888953147323971e+00 0.000000000000000000e+00
1.669361658317422004e+00 0.000000000000000000e+00
1.696646704333846012e+00 0.000000000000000000e+00
1.723720041025998517e+00 0.000000000000000000e+00
1.750557474010841608e+00 0.000000000000000000e+00
1.777134699592787470e+00 0.000000000000000000e+00
1.803427340423694458e+00 0.000000000000000000e+00
1.829410981852586104e+00 0.000000000000000000e+00
1.855061208891770175e+00 0.000000000000000000e+00
1.880353643723273960e+00 0.000000000000000000e+00
1.905263983666953820e+00 0.000000000000000000e+00
1.929768039529280221e+00 0.000000000000000000e+00
1.953841774249651442e+00 0.000000000000000000e+00
1.977461341759171765e+00 0.000000000000000000e+00
2.000603125965159101e+00 0.000000000000000000e+00
2.023243779773195694e+00 0.000000000000000000e+00
2.045360264057365374e+00 0.000000000000000000e+00
2.066929886488389378e+00 0.000000000000000000e+00
2.087930340128715478e+00 0.000000000000000000e+00
2.108339741703236125e+00 0.000000000000000000e+00
2.128136669454191665e+00 0.000000000000000000e+00
2.147300200488991617e+00 0.000000000000000000e+00
2.165809947530128898e+00 0.000000000000000000e+00
2.183646094977108820e+00 0.000000000000000000e+00
2.200789434191317451e+00 0.000000000000000000e+00
2.217221397916055547e+00 0.000000000000000000e+00
2.232924093745554117e+00 0.000000000000000000e+00
2.247880336558620407e+00 0.000000000000000000e+00
2.262073679834719186e+00 0.000000000000000000e+00
2.275488445772662960e+00 0.000000000000000000e+00
2.288109754134763030e+00 0.000000000000000000e+00
2.299923549742188822e+00 0.000000000000000000e+00
2.310916628550453655e+00 0.000000000000000000e+00
2.321076662237320232e+00 0.000000000000000000e+00
2.330392221239061978e+00 0.000000000000000000e+00
2.338852796174816007e+00 0.000000000000000000e+00
2.346448817602839299e+00 0.000000000000000000e+00
2.353171674056666607e+00 0.000000000000000000e+00
2.359013728313598790e+00 0.000000000000000000e+00
2.363968331852494664e+00 0.000000000000000000e+00
2.368029837462558351e+00 0.000000000000000000e+00
2.371193609969645788e+00 0.000000000000000000e+00
2.373456035051574986e+00 0.000000000000000000e+00
2.374814526118969926e+00 0.000000000000000000e+00
2.375267529243298537e+00 0.000000000000000000e+00
2.374814526118969926e+00 0.000000000000000000e+00
2.373456035051574986e+00 0.000000000000000000e+00
2.371193609969645788e+00 0.000000000000000000e+00
2.368029837462558351e+00 0.000000000000000000e+00
2.363968331852494664e+00 0.000000000000000000e+00
2.359013728313598790e+00 0.000000000000000000e+00
2.353171674056666607e+00 0.000000000000000000e+00
2.346448817602839299e+00 0.000000000000000000e+00
2.338852796174816007e+00 0.000000000000000000e+00
2.330392221239061978e+00 0.000000000000000000e+00
2.321076662237320232e+00 0.000000000000000000e+00
2.310916628550453655e+00 0.000000000000000000e+00
2.299923549742188822e+00 0.000000000000000000e+00
2.288109754134763030e+00 0.000000000000000000e+00
2.275488445772662960e+00 0.000000000000000000e+00
2.262073679834719186e+00 0.000000000000000000e+00
2.247880336558620407e+00 0.000000000000000000e+00
2.232924093745554117e+00 0.000000000000000000e+00
2.217221397916055547e+00 0.000000000000000000e+00
2.200789434191317451e+00 0.000000000000000000e+00
2.183646094977108820e+00 0.000000000000000000e+00
2.165809947530128898e+00 0.000000000000000000e+00
2.147300200488991617e+00 0.000000000000000000e+00
2.128136669454191665e+00 0.000000000000000000e+00
2.108339741703236125e+00 0.000000000000000000e+00
2.087930340128715478e+00 0.000000000000000000e+00
2.066929886488389378e+00 0.000000000000000000e+00
2.045360264057365374e+00 0.000000000000000000e+00
2.023243779773195694e+00 0.000000000000000000e+00
2.000603125965159101e+00 0.000000000000000000e+00
1.977461341759171765e+00 0.000000000000000000e+00
1.953841774249651442e+00 0.000000000000000000e+00
1.929768039529280221e+00 0.000000000000000000e+00
1.905263983666953820e+00 0.000000000000000000e+00
1.880353643723273960e+00 0.000000000000000000e+00
1.855061208891770175e+00 0.000000000000000000e+00
1.829410981852586104e+00 0.000000000000000000e+00
1.803427340423694458e+00 0.000000000000000000e+00
1.777134699592787470e+00 0.000000000000000000e+00
1.750557474010841608e+00 0.000000000000000000e+00
1.723720041025998517e+00 0.000000000000000000e+00
1.696646704333846012e+00 0.000000000000000000e+00
1.669361658317422004e+00 0.000000000000000000e+00
1.641888953147323971e+00 0.000000000000000000e+00
1.614252460709210357e+00 0.000000000000000000e+00
1.586475841422715138e+00 0.000000000000000000e+00
1.558582512012390842e+00 0.000000000000000000e+00
1.530595614287781459e+00 0.000000000000000000e+00
1.502537984986066721e+00 0.000000000000000000e+00
1.474432126726991310e+00 0.000000000000000000e+00
1.446300180125962731e+00 0.000000000000000000e+00
1.418163897107306060e+00 0.000000000000000000e+00
1.390044615455713117e+00 0.000000000000000000e+00
1.361963234639932185e+00 0.000000000000000000e+00
1.333940192938724678e+00 0.000000000000000000e+00
1.305995445895086648e+00 0.000000000000000000e+00
1.278148446120698889e+00 0.000000000000000000e+00
1.250418124468560377e+00 0.000000000000000000e+00
1.222822872587766119e+00 0.000000000000000000e+00
1.195380526870453153e+00 0.000000000000000000e+00
1.168108353797043808e+00 0.000000000000000000e+00
1.141023036682087266e+00 0.000000000000000000e+00
1.114140663819259691e+00 0.000000000000000000e+00
1.087476718020415456e+00 0.000000000000000000e+00
1.061046067540031723e+00 0.000000000000000000e+00
1.034862958372924746e+00 0.000000000000000000e+00
1.008941007909792686e+00 0.000000000000000000e+00
9.832931999319287630e-01 0.000000000000000000e+00
9.579318809233691168e-01 0.000000000000000000e+00
9.328687576758200040e-01 0.000000000000000000e+00
9.081148961589098345e-01 0.000000000000000000e+00
8.836807216256945541e-01 0.000000000000000000e+00
8.595760199208598573e-01 0.000000000000000000e+00
8.358099399567625598e-01 0.000000000000000000e+00
8.123909973203056190e-01 0.000000000000000000e+00
7.893270789716664293e-01 0.000000000000000000e+00
7.666254489940953487e-01 0.000000000000000000e+00
7.442927553523704942e-01 0.000000000000000000e+00
7.223350376160356801e-01 0.000000000000000000e+00
7.007577356022640647e-01 0.000000000000000000e+00
6.795656988920792951e-01 0.000000000000000000e+00
6.587631971727239133e-01 0.000000000000000000e+00
6.383539313581941821e-01 0.000000000000000000e+00
6.183410454393571953e-01 0.000000000000000000e+00
5.987271390146272632e-01 0.000000000000000000e+00
5.795142804518967905e-01 0.000000000000000000e+00
5.607040206322984055e-01 0.000000000000000000e+00
5.422974072264029610e-01 0.000000000000000000e+00
5.242949994536347802e-01 0.000000000000000000e+00
5.066968832760067043e-01 0.000000000000000000e+00
4.895026869777322487e-01 0.000000000000000000e+00
4.727115970828572600e-01 0.000000000000000000e+00
4.563223745637653428e-01 0.000000000000000000e+00
4.403333712942379963e-01 0.000000000000000000e+00
4.247425467016883727e-01 0.000000000000000000e+00
4.095474845742315684e-01 0.000000000000000000e+00
3.947454099793908933e-01 0.000000000000000000e+00
3.803332062524710233e-01 0.000000000000000000e+00
3.663074320139370066e-01 0.000000000000000000e+00
3.526643381765260377e-01 0.000000000000000000e+00
3.393998849042706434e-01 0.000000000000000000e+00
3.265097584871268221e-01 0.000000000000000000e+00
3.139893880964647610e-01 0.000000000000000000e+00
3.018339623882953515e-01 0.000000000000000000e+00
2.900384459227516309e-01 0.000000000000000000e+00
2.785975953700314811e-01 0.000000000000000000e+00
2.675059754747091678e-01 0.000000000000000000e+00
2.567579747520530309e-01 0.000000000000000000e+00
2.463478208917190271e-01 0.000000000000000000e+00
2.362695958459330170e-01 0.000000000000000000e+00
2.265172505810139070e-01 0.000000000000000000e+00
2.170846194728248135e-01 0.000000000000000000e+00
2.079654343284589590e-01 0.000000000000000000e+00
1.991533380181726987e-01 0.000000000000000000e+00
1.906418977032580120e-01 0.000000000000000000e+00
1.824246176472010261e-01 0.000000000000000000e+00
1.744949515990965039e-01 0.000000000000000000e+00
1.668463147398729640e-01 0.000000000000000000e+00
1.594720951834317224e-01 0.000000000000000000e+00
1.523656650263056078e-01 0.000000000000000000e+00
1.455203909409018004e-01 0.000000000000000000e+00
1.389296443088010036e-01 0.000000000000000000e+00
1.325868108919412425e-01 0.000000000000000000e+00
1.264853000408190653e-01 0.000000000000000000e+00
1.206185534400858600e-01 0.000000000000000000e+00
1.149800533931071428e-01 0.000000000000000000e+00
1.095633306481830355e-01 0.000000000000000000e+00
1.043619717701977506e-01 0.000000000000000000e+00
9.936962606247579100e-02 0.000000000000000000e+00
9.458001204457038014e-02 0.000000000000000000e+00
8.998692349259573842e-02 0.000000000000000000e+00
8.558423504953971417e-02 0.000000000000000000e+00
8.136590741375576696e-02 0.000000000000000000e+00
7.732599211453551613e-02 0.000000000000000000e+00
7.345863588430395774e-02 0.000000000000000000e+00
6.975808463756115463e-02 0.000000000000000000e+00
6.621868706721692477e-02 0.000000000000000000e+00
6.283489786942979272e-02 0.000000000000000000e+00
5.960128060847092596e-02 0.000000000000000000e+00
5.651251023348709962e-02 0.000000000000000000e+00
5.356337525933794336e-02 0.000000000000000000e+00
5.074877962393156694e-02 0.000000000000000000e+00
4.806374423468250806e-02 0.000000000000000000e+00
4.550340821686702647e-02 0.000000000000000000e+00
4.306302987675716953e-02 0.000000000000000000e+00
4.073798739247644352e-02 0.000000000000000000e+00
3.852377924554060279e-02 0.000000000000000000e+00
3.641602440602755703e-02 0.000000000000000000e+00
3.441046228426368481e-02 0.000000000000000000e+00
3.250295246182232506e-02 0.000000000000000000e+00
3.068947421450496024e-02 0.000000000000000000e+00
2.896612583982036485e-02 0.000000000000000000e+00
2.732912380129274774e-02 0.000000000000000000e+00
2.577480170171947069e-02 0.000000000000000000e+00
2.429960909726427282e-02 0.000000000000000000e+00
2.290011016401523672e-02 0.000000000000000000e+00
2.157298222836002283e-02 0.000000000000000000e+00
2.031501417223639805e-02 0.000000000000000000e+00
1.912310472400558306e-02 0.000000000000000000e+00
1.799426064537148345e-02 0.000000000000000000e+00
1.692559482443256602e-02 0.000000000000000000e+00
1.591432428460613085e-02 0.000000000000000000e+00
1.495776811880982285e-02 0.000000000000000000e+00
1.405334535792295350e-02 0.000000000000000000e+00
1.319857278218317283e-02 0.000000000000000000e+00
1.239106268380299469e-02 0.000000000000000000e+00
1.162852058871767513e-02 0.000000000000000000e+00
1.090874294500194901e-02 0.000000000000000000e+00
1.022961478511965477e-02 0.000000000000000000e+00
9.589107368798468686e-03 0.000000000000000000e+00
8.985275812952928098e-03 0.000000000000000000e+00
8.416256714713798992e-03 0.000000000000000000e+00
7.880265773261471360e-03 0.000000000000000000e+00
7.375595415806494685e-03 0.000000000000000000e+00
6.900612432712329054e-03 0.000000000000000000e+00
6.453755626414540286e-03 0.000000000000000000e+00
6.033533478457967468e-03 0.000000000000000000e+00
5.638521838649031802e-03 0.000000000000000000e+00
5.267361640005246634e-03 0.000000000000000000e+00
4.918756642878344999e-03 0.000000000000000000e+00
4.591471211331710559e-03 0.000000000000000000e+00
4.284328124567421056e-03 0.000000000000000000e+00
3.996206425923273624e-03 0.000000000000000000e+00
3.726039311696082140e-03 0.000000000000000000e+00
3.472812061794295843e-03 0.000000000000000000e+00
3.235560013980818845e-03 0.000000000000000000e+00
3.013366583235836758e-03 0.000000000000000000e+00
2.805361327549469892e-03 0.000000000000000000e+00
2.610718061245209144e-03 0.000000000000000000e+00
2.428653016737208209e-03 0.000000000000000000e+00
2.258423055437601412e-03 0.000000000000000000e+00
2.099323928353845348e-03 0.000000000000000000e+00
1.950688586750601783e-03 0.000000000000000000e+00
1.811885543095578116e-03 0.000000000000000000e+00
1.682317282363906359e-03 0.000000000000000000e+00
1.561418723640762510e-03 0.000000000000000000e+00
1.448655731836787867e-03 0.000000000000000000e+00
1.343523679215169247e-03 0.000000000000000000e+00
1.245546056322700346e-03 0.000000000000000000e+00
1.154273131819448083e-03 0.000000000000000000e+00
1.069280660612514705e-03 0.000000000000000000e+00
9.901686396184270541e-04 0.000000000000000000e+00
9.165601104056577807e-04 0.000000000000000000e+00
8.481000079032681698e-04 0.000000000000000000e+00
7.844540543033770835e-04 0.000000000000000000e+00
7.253076972337511082e-04 0.000000000000000000e+00
6.703650912319164675e-04 0.000000000000000000e+00
6.193481215135171643e-04 0.000000000000000000e+00
5.719954689948023594e-04 0.000000000000000000e+00
5.280617155018281668e-04 0.000000000000000000e+00
4.873164880768502652e-04 0.000000000000000000e+00
4.495436412751556464e-04 0.000000000000000000e+00
4.145404763329148690e-04 0.000000000000000000e+00
3.821169960782230487e-04 0.000000000000000000e+00
3.520951944530401187e-04 0.000000000000000000e+00
3.243083795129456321e-04 0.000000000000000000e+00
2.986005287742106093e-04 0.000000000000000000e+00
2.748256757833845727e-04 0.000000000000000000e+00
2.528473267931386111e-04 0.000000000000000000e+00
2.325379064392435696e-04 0.000000000000000000e+00
2.137782313270508835e-04 0.000000000000000000e+00
1.964570104514572245e-04 0.000000000000000000e+00
1.804703713918436416e-04 0.000000000000000000e+00
1.657214112426855972e-04 0.000000000000000000e+00
1.521197712612233014e-04 0.000000000000000000e+00
1.395812342355792605e-04 0.000000000000000000e+00
1.280273435998338465e-04 0.000000000000000000e+00
1.173850433466466949e-04 0.000000000000000000e+00
1.075863378128923608e-04 0.000000000000000000e+00
9.856797043930892873e-05 0.000000000000000000e+00
9.027112063120229643e-05 0.000000000000000000e+00
8.264111787368095998e-05 0.000000000000000000e+00
7.562717228159274564e-05 0.000000000000000000e+00
6.918212079119024456e-05 0.000000000000000000e+00
6.326218822746140032e-05 0.000000000000000000e+00
5.782676250793430072e-05 0.000000000000000000e+00
5.283818327051523716e-05 0.000000000000000000e+00
4.826154323946869228e-05 0.000000000000000000e+00
4.406450166992800815e-05 0.000000000000000000e+00
4.021710923727159036e-05 0.000000000000000000e+00
3.669164376325694741e-05 0.000000000000000000e+00
3.346245619592132941e-05 0.000000000000000000e+00
3.050582628489133559e-05 0.000000000000000000e+00
2.779982741785368049e-05 0.000000000000000000e+00
2.532420010749414992e-05 0.000000000000000000e+00
2.306023364118130851e-05 0.000000000000000000e+00
2.099065542803359771e-05 0.000000000000000000e+00
1.909952759974256552e-05 0.000000000000000000e+00
1.737215044261597156e-05 0.000000000000000000e+00
1.579497225874104745e-05 0.000000000000000000e+00
1.435550527394124503e-05 0.000000000000000000e+00
1.304224722930498051e-05 0.000000000000000000e+00
1.184460831149939902e-05 0.000000000000000000e+00
1.075284309484658617e-05 0.000000000000000000e+00
9.757987185237048942e-06 0.000000000000000000e+00
