# x 	 U
8.535156250000000000e+00 6.248664855957031250e+00
8.554687500000000000e+00 6.317901611328125000e+00
8.574218750000000000e+00 6.387519836425781250e+00
8.593750000000000000e+00 6.457519531250000000e+00
8.613281250000000000e+00 6.527900695800781250e+00
8.632812500000000000e+00 6.598663330078125000e+00
8.652343750000000000e+00 6.669807434082031250e+00
8.671875000000000000e+00 6.741333007812500000e+00
8.691406250000000000e+00 6.813240051269531250e+00
8.710937500000000000e+00 6.885528564453125000e+00
8.730468750000000000e+00 6.958198547363281250e+00
8.750000000000000000e+00 7.031250000000000000e+00
8.769531250000000000e+00 7.104682922363281250e+00
8.789062500000000000e+00 7.178497314453125000e+00
8.808593750000000000e+00 7.252693176269531250e+00
8.828125000000000000e+00 7.327270507812500000e+00
8.847656250000000000e+00 7.402229309082031250e+00
8.867187500000000000e+00 7.477569580078125000e+00
8.886718750000000000e+00 7.553291320800781250e+00
8.906250000000000000e+00 7.629394531250000000e+00
8.925781250000000000e+00 7.705879211425781250e+00
8.945312500000000000e+00 7.782745361328125000e+00
8.964843750000000000e+00 7.859992980957031250e+00
8.984375000000000000e+00 7.937622070312500000e+00
9.003906250000000000e+00 8.015632629394531250e+00
9.023437500000000000e+00 8.094024658203125000e+00
9.042968750000000000e+00 8.172798156738281250e+00
9.062500000000000000e+00 8.251953125000000000e+00
9.082031250000000000e+00 8.331489562988281250e+00
9.101562500000000000e+00 8.411407470703125000e+00
9.121093750000000000e+00 8.491706848144531250e+00
9.140625000000000000e+00 8.572387695312500000e+00
9.160156250000000000e+00 8.653450012207031250e+00
9.179687500000000000e+00 8.734893798828125000e+00
9.199218750000000000e+00 8.816719055175781250e+00
9.218750000000000000e+00 8.898925781250000000e+00
9.238281250000000000e+00 8.981513977050781250e+00
9.257812500000000000e+00 9.064483642578125000e+00
9.277343750000000000e+00 9.147834777832031250e+00
9.296875000000000000e+00 9.231567382812500000e+00
9.316406250000000000e+00 9.315681457519531250e+00
9.335937500000000000e+00 9.400177001953125000e+00
9.355468750000000000e+00 9.485054016113281250e+00
9.375000000000000000e+00 9.570312500000000000e+00
9.394531250000000000e+00 9.655952453613281250e+00
9.414062500000000000e+00 9.741973876953125000e+00
9.433593750000000000e+00 9.828376770019531250e+00
9.453125000000000000e+00 9.915161132812500000e+00
9.472656250000000000e+00 1.000232696533203125e+01
9.492187500000000000e+00 1.008987426757812500e+01
9.511718750000000000e+00 1.017780303955078125e+01
9.531250000000000000e+00 1.026611328125000000e+01
9.550781250000000000e+00 1.035480499267578125e+01
9.570312500000000000e+00 1.044387817382812500e+01
9.589843750000000000e+00 1.053333282470703125e+01
9.609375000000000000e+00 1.062316894531250000e+01
9.628906250000000000e+00 1.071338653564453125e+01
9.648437500000000000e+00 1.080398559570312500e+01
9.667968750000000000e+00 1.089496612548828125e+01
9.687500000000000000e+00 1.098632812500000000e+01
9.707031250000000000e+00 1.107807159423828125e+01
9.726562500000000000e+00 1.117019653320312500e+01
9.746093750000000000e+00 1.126270294189453125e+01
9.765625000000000000e+00 1.135559082031250000e+01
9.785156250000000000e+00 1.144886016845703125e+01
9.804687500000000000e+00 1.154251098632812500e+01
9.824218750000000000e+00 1.163654327392578125e+01
9.843750000000000000e+00 1.173095703125000000e+01
9.863281250000000000e+00 1.182575225830078125e+01
9.882812500000000000e+00 1.192092895507812500e+01
9.902343750000000000e+00 1.201648712158203125e+01
9.921875000000000000e+00 1.211242675781250000e+01
9.941406250000000000e+00 1.220874786376953125e+01
9.960937500000000000e+00 1.230545043945312500e+01
9.980468750000000000e+00 1.240253448486328125e+01
