# x 	 U
4.042968750000000000e+00 1.774311065673828125e+01
4.062500000000000000e+00 1.762695312500000000e+01
4.082031250000000000e+00 1.751117706298828125e+01
4.101562500000000000e+00 1.739578247070312500e+01
4.121093750000000000e+00 1.728076934814453125e+01
4.140625000000000000e+00 1.716613769531250000e+01
4.160156250000000000e+00 1.705188751220703125e+01
4.179687500000000000e+00 1.693801879882812500e+01
4.199218750000000000e+00 1.682453155517578125e+01
4.218750000000000000e+00 1.671142578125000000e+01
4.238281250000000000e+00 1.659870147705078125e+01
4.257812500000000000e+00 1.648635864257812500e+01
4.277343750000000000e+00 1.637439727783203125e+01
4.296875000000000000e+00 1.626281738281250000e+01
4.316406250000000000e+00 1.615161895751953125e+01
4.335937500000000000e+00 1.604080200195312500e+01
4.355468750000000000e+00 1.593036651611328125e+01
4.375000000000000000e+00 1.582031250000000000e+01
4.394531250000000000e+00 1.571063995361328125e+01
4.414062500000000000e+00 1.560134887695312500e+01
4.433593750000000000e+00 1.549243927001953125e+01
4.453125000000000000e+00 1.538391113281250000e+01
4.472656250000000000e+00 1.527576446533203125e+01
4.492187500000000000e+00 1.516799926757812500e+01
4.511718750000000000e+00 1.506061553955078125e+01
4.531250000000000000e+00 1.495361328125000000e+01
4.550781250000000000e+00 1.484699249267578125e+01
4.570312500000000000e+00 1.474075317382812500e+01
4.589843750000000000e+00 1.463489532470703125e+01
4.609375000000000000e+00 1.452941894531250000e+01
4.628906250000000000e+00 1.442432403564453125e+01
4.648437500000000000e+00 1.431961059570312500e+01
4.667968750000000000e+00 1.421527862548828125e+01
4.687500000000000000e+00 1.411132812500000000e+01
4.707031250000000000e+00 1.400775909423828125e+01
4.726562500000000000e+00 1.390457153320312500e+01
4.746093750000000000e+00 1.380176544189453125e+01
4.765625000000000000e+00 1.369934082031250000e+01
4.785156250000000000e+00 1.359729766845703125e+01
4.804687500000000000e+00 1.349563598632812500e+01
4.824218750000000000e+00 1.339435577392578125e+01
4.843750000000000000e+00 1.329345703125000000e+01
4.863281250000000000e+00 1.319293975830078125e+01
4.882812500000000000e+00 1.309280395507812500e+01
4.902343750000000000e+00 1.299304962158203125e+01
4.921875000000000000e+00 1.289367675781250000e+01
4.941406250000000000e+00 1.279468536376953125e+01
4.960937500000000000e+00 1.269607543945312500e+01
4.980468750000000000e+00 1.259784698486328125e+01
5.000000000000000000e+00 1.250000000000000000e+01
5.019531250000000000e+00 1.240253448486328125e+01
5.039062500000000000e+00 1.230545043945312500e+01
5.058593750000000000e+00 1.220874786376953125e+01
5.078125000000000000e+00 1.211242675781250000e+01
5.097656250000000000e+00 1.201648712158203125e+01
5.117187500000000000e+00 1.192092895507812500e+01
5.136718750000000000e+00 1.182575225830078125e+01
5.156250000000000000e+00 1.173095703125000000e+01
5.175781250000000000e+00 1.163654327392578125e+01
5.195312500000000000e+00 1.154251098632812500e+01
5.214843750000000000e+00 1.144886016845703125e+01
5.234375000000000000e+00 1.135559082031250000e+01
5.253906250000000000e+00 1.126270294189453125e+01
5.273437500000000000e+00 1.117019653320312500e+01
5.292968750000000000e+00 1.107807159423828125e+01
5.312500000000000000e+00 1.098632812500000000e+01
5.332031250000000000e+00 1.089496612548828125e+01
5.351562500000000000e+00 1.080398559570312500e+01
5.371093750000000000e+00 1.071338653564453125e+01
5.390625000000000000e+00 1.062316894531250000e+01
5.410156250000000000e+00 1.053333282470703125e+01
5.429687500000000000e+00 1.044387817382812500e+01
5.449218750000000000e+00 1.035480499267578125e+01
5.468750000000000000e+00 1.026611328125000000e+01
5.488281250000000000e+00 1.017780303955078125e+01
5.507812500000000000e+00 1.008987426757812500e+01
5.527343750000000000e+00 1.000232696533203125e+01
5.546875000000000000e+00 9.915161132812500000e+00
5.566406250000000000e+00 9.828376770019531250e+00
5.585937500000000000e+00 9.741973876953125000e+00
5.605468750000000000e+00 9.655952453613281250e+00
5.625000000000000000e+00 9.570312500000000000e+00
5.644531250000000000e+00 9.485054016113281250e+00
5.664062500000000000e+00 9.400177001953125000e+00
5.683593750000000000e+00 9.315681457519531250e+00
5.703125000000000000e+00 9.231567382812500000e+00
5.722656250000000000e+00 9.147834777832031250e+00
5.742187500000000000e+00 9.064483642578125000e+00
5.761718750000000000e+00 8.981513977050781250e+00
5.781250000000000000e+00 8.898925781250000000e+00
5.800781250000000000e+00 8.816719055175781250e+00
5.820312500000000000e+00 8.734893798828125000e+00
5.839843750000000000e+00 8.653450012207031250e+00
5.859375000000000000e+00 8.572387695312500000e+00
5.878906250000000000e+00 8.491706848144531250e+00
5.898437500000000000e+00 8.411407470703125000e+00
5.917968750000000000e+00 8.331489562988281250e+00
5.937500000000000000e+00 8.251953125000000000e+00
5.957031250000000000e+00 8.172798156738281250e+00
5.976562500000000000e+00 8.094024658203125000e+00
5.996093750000000000e+00 8.015632629394531250e+00
6.015625000000000000e+00 7.937622070312500000e+00
6.035156250000000000e+00 7.859992980957031250e+00
6.054687500000000000e+00 7.782745361328125000e+00
6.074218750000000000e+00 7.705879211425781250e+00
6.093750000000000000e+00 7.629394531250000000e+00
6.113281250000000000e+00 7.553291320800781250e+00
6.132812500000000000e+00 7.477569580078125000e+00
6.152343750000000000e+00 7.402229309082031250e+00
6.171875000000000000e+00 7.327270507812500000e+00
6.191406250000000000e+00 7.252693176269531250e+00
6.210937500000000000e+00 7.178497314453125000e+00
6.230468750000000000e+00 7.104682922363281250e+00
6.250000000000000000e+00 7.031250000000000000e+00
6.269531250000000000e+00 6.958198547363281250e+00
6.289062500000000000e+00 6.885528564453125000e+00
6.308593750000000000e+00 6.813240051269531250e+00
6.328125000000000000e+00 6.741333007812500000e+00
6.347656250000000000e+00 6.669807434082031250e+00
6.367187500000000000e+00 6.598663330078125000e+00
6.386718750000000000e+00 6.527900695800781250e+00
6.406250000000000000e+00 6.457519531250000000e+00
6.425781250000000000e+00 6.387519836425781250e+00
6.445312500000000000e+00 6.317901611328125000e+00
6.464843750000000000e+00 6.248664855957031250e+00
6.484375000000000000e+00 6.179809570312500000e+00
6.503906250000000000e+00 6.111335754394531250e+00
6.523437500000000000e+00 6.043243408203125000e+00
6.542968750000000000e+00 5.975532531738281250e+00
6.562500000000000000e+00 5.908203125000000000e+00
6.582031250000000000e+00 5.841255187988281250e+00
6.601562500000000000e+00 5.774688720703125000e+00
6.621093750000000000e+00 5.708503723144531250e+00
6.640625000000000000e+00 5.642700195312500000e+00
6.660156250000000000e+00 5.577278137207031250e+00
6.679687500000000000e+00 5.512237548828125000e+00
6.699218750000000000e+00 5.447578430175781250e+00
6.718750000000000000e+00 5.383300781250000000e+00
6.738281250000000000e+00 5.319404602050781250e+00
6.757812500000000000e+00 5.255889892578125000e+00
6.777343750000000000e+00 5.192756652832031250e+00
6.796875000000000000e+00 5.130004882812500000e+00
6.816406250000000000e+00 5.067634582519531250e+00
6.835937500000000000e+00 5.005645751953125000e+00
6.855468750000000000e+00 4.944038391113281250e+00
6.875000000000000000e+00 4.882812500000000000e+00
6.894531250000000000e+00 4.821968078613281250e+00
6.914062500000000000e+00 4.761505126953125000e+00
6.933593750000000000e+00 4.701423645019531250e+00
6.953125000000000000e+00 4.641723632812500000e+00
6.972656250000000000e+00 4.582405090332031250e+00
6.992187500000000000e+00 4.523468017578125000e+00
7.011718750000000000e+00 4.464912414550781250e+00
7.031250000000000000e+00 4.406738281250000000e+00
7.050781250000000000e+00 4.348945617675781250e+00
7.070312500000000000e+00 4.291534423828125000e+00
7.089843750000000000e+00 4.234504699707031250e+00
7.109375000000000000e+00 4.177856445312500000e+00
7.128906250000000000e+00 4.121589660644531250e+00
7.148437500000000000e+00 4.065704345703125000e+00
7.167968750000000000e+00 4.010200500488281250e+00
7.187500000000000000e+00 3.955078125000000000e+00
7.207031250000000000e+00 3.900337219238281250e+00
7.226562500000000000e+00 3.845977783203125000e+00
7.246093750000000000e+00 3.791999816894531250e+00
7.265625000000000000e+00 3.738403320312500000e+00
7.285156250000000000e+00 3.685188293457031250e+00
7.304687500000000000e+00 3.632354736328125000e+00
7.324218750000000000e+00 3.579902648925781250e+00
7.343750000000000000e+00 3.527832031250000000e+00
7.363281250000000000e+00 3.476142883300781250e+00
7.382812500000000000e+00 3.424835205078125000e+00
7.402343750000000000e+00 3.373908996582031250e+00
7.421875000000000000e+00 3.323364257812500000e+00
7.441406250000000000e+00 3.273200988769531250e+00
7.460937500000000000e+00 3.223419189453125000e+00
7.480468750000000000e+00 3.174018859863281250e+00
7.500000000000000000e+00 3.125000000000000000e+00
7.519531250000000000e+00 3.076362609863281250e+00
7.539062500000000000e+00 3.028106689453125000e+00
7.558593750000000000e+00 2.980232238769531250e+00
7.578125000000000000e+00 2.932739257812500000e+00
7.597656250000000000e+00 2.885627746582031250e+00
7.617187500000000000e+00 2.838897705078125000e+00
7.636718750000000000e+00 2.792549133300781250e+00
7.656250000000000000e+00 2.746582031250000000e+00
7.675781250000000000e+00 2.700996398925781250e+00
7.695312500000000000e+00 2.655792236328125000e+00
7.714843750000000000e+00 2.610969543457031250e+00
7.734375000000000000e+00 2.566528320312500000e+00
7.753906250000000000e+00 2.522468566894531250e+00
7.773437500000000000e+00 2.478790283203125000e+00
7.792968750000000000e+00 2.435493469238281250e+00
7.812500000000000000e+00 2.392578125000000000e+00
7.832031250000000000e+00 2.350044250488281250e+00
7.851562500000000000e+00 2.307891845703125000e+00
7.871093750000000000e+00 2.266120910644531250e+00
7.890625000000000000e+00 2.224731445312500000e+00
7.910156250000000000e+00 2.183723449707031250e+00
7.929687500000000000e+00 2.143096923828125000e+00
7.949218750000000000e+00 2.102851867675781250e+00
7.968750000000000000e+00 2.062988281250000000e+00
7.988281250000000000e+00 2.023506164550781250e+00
8.007812500000000000e+00 1.984405517578125000e+00
8.027343750000000000e+00 1.945686340332031250e+00
8.046875000000000000e+00 1.907348632812500000e+00
8.066406250000000000e+00 1.869392395019531250e+00
8.085937500000000000e+00 1.831817626953125000e+00
8.105468750000000000e+00 1.794624328613281250e+00
8.125000000000000000e+00 1.757812500000000000e+00
8.144531250000000000e+00 1.721382141113281250e+00
8.164062500000000000e+00 1.685333251953125000e+00
8.183593750000000000e+00 1.649665832519531250e+00
8.203125000000000000e+00 1.614379882812500000e+00
8.222656250000000000e+00 1.579475402832031250e+00
8.242187500000000000e+00 1.544952392578125000e+00
8.261718750000000000e+00 1.510810852050781250e+00
8.281250000000000000e+00 1.477050781250000000e+00
8.300781250000000000e+00 1.443672180175781250e+00
8.320312500000000000e+00 1.410675048828125000e+00
8.339843750000000000e+00 1.378059387207031250e+00
8.359375000000000000e+00 1.345825195312500000e+00
8.378906250000000000e+00 1.313972473144531250e+00
8.398437500000000000e+00 1.282501220703125000e+00
8.417968750000000000e+00 1.251411437988281250e+00
8.437500000000000000e+00 1.220703125000000000e+00
8.457031250000000000e+00 1.190376281738281250e+00
8.476562500000000000e+00 1.160430908203125000e+00
8.496093750000000000e+00 1.130867004394531250e+00
8.515625000000000000e+00 1.101684570312500000e+00
8.535156250000000000e+00 1.072883605957031250e+00
8.554687500000000000e+00 1.044464111328125000e+00
8.574218750000000000e+00 1.016426086425781250e+00
8.593750000000000000e+00 9.887695312500000000e-01
8.613281250000000000e+00 9.614944458007812500e-01
8.632812500000000000e+00 9.346008300781250000e-01
8.652343750000000000e+00 9.080886840820312500e-01
8.671875000000000000e+00 8.819580078125000000e-01
8.691406250000000000e+00 8.562088012695312500e-01
8.710937500000000000e+00 8.308410644531250000e-01
8.730468750000000000e+00 8.058547973632812500e-01
8.750000000000000000e+00 7.812500000000000000e-01
8.769531250000000000e+00 7.570266723632812500e-01
8.789062500000000000e+00 7.331848144531250000e-01
8.808593750000000000e+00 7.097244262695312500e-01
8.828125000000000000e+00 6.866455078125000000e-01
8.847656250000000000e+00 6.639480590820312500e-01
8.867187500000000000e+00 6.416320800781250000e-01
8.886718750000000000e+00 6.196975708007812500e-01
8.906250000000000000e+00 5.981445312500000000e-01
8.925781250000000000e+00 5.769729614257812500e-01
8.945312500000000000e+00 5.561828613281250000e-01
8.964843750000000000e+00 5.357742309570312500e-01
8.984375000000000000e+00 5.157470703125000000e-01
9.003906250000000000e+00 4.961013793945312500e-01
9.023437500000000000e+00 4.768371582031250000e-01
9.042968750000000000e+00 4.579544067382812500e-01
9.062500000000000000e+00 4.394531250000000000e-01
9.082031250000000000e+00 4.213333129882812500e-01
9.101562500000000000e+00 4.035949707031250000e-01
9.121093750000000000e+00 3.862380981445312500e-01
9.140625000000000000e+00 3.692626953125000000e-01
9.160156250000000000e+00 3.526687622070312500e-01
9.179687500000000000e+00 3.364562988281250000e-01
9.199218750000000000e+00 3.206253051757812500e-01
9.218750000000000000e+00 3.051757812500000000e-01
9.238281250000000000e+00 2.901077270507812500e-01
9.257812500000000000e+00 2.754211425781250000e-01
9.277343750000000000e+00 2.611160278320312500e-01
9.296875000000000000e+00 2.471923828125000000e-01
9.316406250000000000e+00 2.336502075195312500e-01
9.335937500000000000e+00 2.204895019531250000e-01
9.355468750000000000e+00 2.077102661132812500e-01
9.375000000000000000e+00 1.953125000000000000e-01
9.394531250000000000e+00 1.832962036132812500e-01
9.414062500000000000e+00 1.716613769531250000e-01
9.433593750000000000e+00 1.604080200195312500e-01
9.453125000000000000e+00 1.495361328125000000e-01
9.472656250000000000e+00 1.390457153320312500e-01
9.492187500000000000e+00 1.289367675781250000e-01
9.511718750000000000e+00 1.192092895507812500e-01
9.531250000000000000e+00 1.098632812500000000e-01
9.550781250000000000e+00 1.008987426757812500e-01
9.570312500000000000e+00 9.231567382812500000e-02
9.589843750000000000e+00 8.411407470703125000e-02
9.609375000000000000e+00 7.629394531250000000e-02
9.628906250000000000e+00 6.885528564453125000e-02
9.648437500000000000e+00 6.179809570312500000e-02
9.667968750000000000e+00 5.512237548828125000e-02
9.687500000000000000e+00 4.882812500000000000e-02
9.707031250000000000e+00 4.291534423828125000e-02
9.726562500000000000e+00 3.738403320312500000e-02
9.746093750000000000e+00 3.223419189453125000e-02
9.765625000000000000e+00 2.746582031250000000e-02
9.785156250000000000e+00 2.307891845703125000e-02
9.804687500000000000e+00 1.907348632812500000e-02
9.824218750000000000e+00 1.544952392578125000e-02
9.843750000000000000e+00 1.220703125000000000e-02
9.863281250000000000e+00 9.346008300781250000e-03
9.882812500000000000e+00 6.866455078125000000e-03
9.902343750000000000e+00 4.768371582031250000e-03
9.921875000000000000e+00 3.051757812500000000e-03
9.941406250000000000e+00 1.716613769531250000e-03
9.960937500000000000e+00 7.629394531250000000e-04
9.980468750000000000e+00 1.907348632812500000e-04
1.000000000000000000e+01 0.000000000000000000e+00
1.001953125000000000e+01 1.907348632812500000e-04
1.003906250000000000e+01 7.629394531250000000e-04
1.005859375000000000e+01 1.716613769531250000e-03
1.007812500000000000e+01 3.051757812500000000e-03
1.009765625000000000e+01 4.768371582031250000e-03
1.011718750000000000e+01 6.866455078125000000e-03
1.013671875000000000e+01 9.346008300781250000e-03
1.015625000000000000e+01 1.220703125000000000e-02
1.017578125000000000e+01 1.544952392578125000e-02
1.019531250000000000e+01 1.907348632812500000e-02
1.021484375000000000e+01 2.307891845703125000e-02
1.023437500000000000e+01 2.746582031250000000e-02
1.025390625000000000e+01 3.223419189453125000e-02
1.027343750000000000e+01 3.738403320312500000e-02
1.029296875000000000e+01 4.291534423828125000e-02
1.031250000000000000e+01 4.882812500000000000e-02
1.033203125000000000e+01 5.512237548828125000e-02
1.035156250000000000e+01 6.179809570312500000e-02
1.037109375000000000e+01 6.885528564453125000e-02
1.039062500000000000e+01 7.629394531250000000e-02
1.041015625000000000e+01 8.411407470703125000e-02
1.042968750000000000e+01 9.231567382812500000e-02
1.044921875000000000e+01 1.008987426757812500e-01
1.046875000000000000e+01 1.098632812500000000e-01
1.048828125000000000e+01 1.192092895507812500e-01
1.050781250000000000e+01 1.289367675781250000e-01
1.052734375000000000e+01 1.390457153320312500e-01
1.054687500000000000e+01 1.495361328125000000e-01
1.056640625000000000e+01 1.604080200195312500e-01
1.058593750000000000e+01 1.716613769531250000e-01
1.060546875000000000e+01 1.832962036132812500e-01
1.062500000000000000e+01 1.953125000000000000e-01
1.064453125000000000e+01 2.077102661132812500e-01
1.066406250000000000e+01 2.204895019531250000e-01
1.068359375000000000e+01 2.336502075195312500e-01
1.070312500000000000e+01 2.471923828125000000e-01
1.072265625000000000e+01 2.611160278320312500e-01
1.074218750000000000e+01 2.754211425781250000e-01
1.076171875000000000e+01 2.901077270507812500e-01
1.078125000000000000e+01 3.051757812500000000e-01
1.080078125000000000e+01 3.206253051757812500e-01
1.082031250000000000e+01 3.364562988281250000e-01
1.083984375000000000e+01 3.526687622070312500e-01
1.085937500000000000e+01 3.692626953125000000e-01
1.087890625000000000e+01 3.862380981445312500e-01
1.089843750000000000e+01 4.035949707031250000e-01
1.091796875000000000e+01 4.213333129882812500e-01
1.093750000000000000e+01 4.394531250000000000e-01
1.095703125000000000e+01 4.579544067382812500e-01
1.097656250000000000e+01 4.768371582031250000e-01
1.099609375000000000e+01 4.961013793945312500e-01
1.101562500000000000e+01 5.157470703125000000e-01
1.103515625000000000e+01 5.357742309570312500e-01
1.105468750000000000e+01 5.561828613281250000e-01
1.107421875000000000e+01 5.769729614257812500e-01
1.109375000000000000e+01 5.981445312500000000e-01
1.111328125000000000e+01 6.196975708007812500e-01
1.113281250000000000e+01 6.416320800781250000e-01
1.115234375000000000e+01 6.639480590820312500e-01
1.117187500000000000e+01 6.866455078125000000e-01
1.119140625000000000e+01 7.097244262695312500e-01
1.121093750000000000e+01 7.331848144531250000e-01
1.123046875000000000e+01 7.570266723632812500e-01
1.125000000000000000e+01 7.812500000000000000e-01
1.126953125000000000e+01 8.058547973632812500e-01
1.128906250000000000e+01 8.308410644531250000e-01
1.130859375000000000e+01 8.562088012695312500e-01
1.132812500000000000e+01 8.819580078125000000e-01
1.134765625000000000e+01 9.080886840820312500e-01
